artist_id,catalog_id,db_id,loss_thru,artwork_title,location,loc,date_lost,material,ek_inven_id,uri,art_form,envelope,work_status,db_title,date,copyright,inv_orig,env_part,thumb_url,museum_orig,artist,lat,lng
1,NA,109591,Beschlagnahme,Männerkopf (Männliches Bildnis),"Erfurt, Angermuseum", Angermuseum Erfurt,NA,Lithographie,1782,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=109591&viewType=detailView,Druckgraphik,NA,"Erfurt, Angermuseum",Männerkopf,o. J.,NA,I 330,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarVBokyTNkZfH5qlPqbqrNmy&sp=Simage%2Fjpeg,"Erfurt, Museen der Stadt (Museum für Kunst und Heimatgeschichte)","Abbo, Jussuf",50.9760093689,11.0343103409
1,NA,109592,Beschlagnahme,Liegende Frau,"Erfurt, Angermuseum", Angermuseum Erfurt,NA,Lithographie,1783,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=109592&viewType=detailView,Druckgraphik,NA,"Erfurt, Angermuseum",Liegende Frau,o. J.,NA,I 331,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXgVuuB4IqsbpqlPqbqrNmy&sp=Simage%2Fjpeg,"Erfurt, Museen der Stadt (Museum für Kunst und Heimatgeschichte)","Abbo, Jussuf",50.9760093689,11.0343103409
1,NA,109593,Beschlagnahme,Zwei Köpfe,"Erfurt, Angermuseum", Angermuseum Erfurt,NA,Lithographie,1784,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=109593&viewType=detailView,Druckgraphik,NA,"Erfurt, Angermuseum",Zwei Köpfe,o. J.,NA,I 329,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWVzl9gINMZZpqlPqbqrNmy&sp=Simage%2Fjpeg,"Erfurt, Museen der Stadt (Museum für Kunst und Heimatgeschichte)","Abbo, Jussuf",50.9760093689,11.0343103409
1,NA,109596,Beschlagnahme,Komposition,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,6427,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=109596&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Komposition,o. J.,NA,2197,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWFPn3%2FluvlnpqlPqbqrNmy&sp=Simage%2Fjpeg,"Mannheim, Städtische Kunsthalle","Abbo, Jussuf",54.0873985291,12.1329498291
102,NA,112044,Beschlagnahme,Regen,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,15619,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112044&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Schreitende,1922,© Renata Davringhausen c/o Leopold-Hoesch-Museum Düren,NA,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWhqupXfGpZtZqlPqbqrNmy&sp=Simage%2Fjpeg,"München, Staatliche Graphische Sammlung","Davringhausen, Heinrich Maria",54.0873985291,12.1329498291
102,NA,112045,Beschlagnahme,Im Kanu,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,15620,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112045&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Im Kanu,1922,© Renata Davringhausen c/o Leopold-Hoesch-Museum Düren,NA,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUoC8sJAGGq%2BJqlPqbqrNmy&sp=Simage%2Fjpeg,"München, Staatliche Graphische Sammlung","Davringhausen, Heinrich Maria",54.0873985291,12.1329498291
102,NA,112048,Beschlagnahme,Tanz des Irren,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,15623,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112048&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Tanzender,1922,© Renata Davringhausen c/o Leopold-Hoesch-Museum Düren,NA,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarVaAGf9qCWwFZqlPqbqrNmy&sp=Simage%2Fjpeg,"München, Staatliche Graphische Sammlung","Davringhausen, Heinrich Maria",54.0873985291,12.1329498291
105,NA,112080,Beschlagnahme,"Stilleben, Brot und Früchte","Washington, National Gallery of Art", National Gallery of Art Washington,NA,Öl auf Leinwand,3716,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112080&viewType=detailView,Gemälde,NA,"Washington, National Gallery of Art",Stilleben,NA,"© VG Bild-Kunst, Bonn",NA,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXQNx5LbvhZ0JqlPqbqrNmy&sp=Simage%2Fjpeg,"Essen, Museum Folkwang","Derain, André",38.8920707703,-77.0199890137
107,NA,112094,Beschlagnahme,"Abstrakte Komposition, Blatt 4 der 3. Mappe Neue europäische Graphik. Deutsche Künstler","Erfurt, Angermuseum", Angermuseum Erfurt,NA,Holzschnitt,1919-09,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112094&viewType=detailView,Druckgraphik,NA,"Erfurt, Angermuseum",Bauhausmappe IV,1919,© Nachlass Walter Dexel,I 470 B,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUSGdi62N7HXJqlPqbqrNmy&sp=Simage%2Fjpeg,"Erfurt, Museen der Stadt (Museum für Kunst und Heimatgeschichte)","Dexel, Walter",50.9760093689,11.0343103409
113,NA,112234,Beschlagnahme,Juwelier Karl Krall,"Wien, Albertina", Albertina Wien,NA,Aquarell,12268,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112234&viewType=detailView,Aquarell,NA,"Wien, Albertina",Bildnis,1923,"© VG Bild-Kunst, Bonn",F III 731 (Nr. 4),NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUM%2FMq58n0nT5qlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",48.2026711,16.367979
113,NA,112238,Beschlagnahme,Frauenkopf,"Hamburg, Hamburger Kunsthalle", Hamburger Kunsthalle Hamburg,NA,Gouache und Kreide,14289,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112238&viewType=detailView,Aquarell,NA,"Hamburg, Hamburger Kunsthalle",Jugendbildnis,1923,"© VG Bild-Kunst, Bonn",F III 1330 (Nr. 7),NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXuP4mEwr%2B2%2B5qlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",53.5542297363,10.0039796829
113,NA,112246,Beschlagnahme,Mädchenbildnis,"Berlin, Kupferstichkabinett", Kupferstichkabinett Berlin,NA,Aquarell,16306,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112246&viewType=detailView,Aquarell,NA,"Berlin, Kupferstichkabinett",Mädchenbildnis,um 1923,"© VG Bild-Kunst, Bonn",F III 625 (Nr. 2),NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUqOEnrWRjzuZqlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",52.5079803467,13.3671503067
113,NA,112237,Beschlagnahme,Sappenkopf,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne", Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne München,NA,Gouache,13645,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112237&viewType=detailView,Aquarell,NA,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne",Sappenkopf,1917,"© VG Bild-Kunst, Bonn",1920/5 (?),NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWAQ8cnSrHd55qlPqbqrNmy&sp=Simage%2Fjpeg,"Dresden, Stadtmuseum","Dix, Otto",48.1390991211,11.5144996643
113,NA,112217,Beschlagnahme,Tanzsaal,"Oslo, Galleri K", Galleri K Oslo,NA,"Aquarell, Gouache und Bleistift",2261,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112217&viewType=detailView,Aquarell,NA,"Oslo, Galleri K",Tanzsaal,1922,"© VG Bild-Kunst, Bonn",29-259,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarU4C4ydO4BDtJqlPqbqrNmy&sp=Simage%2Fjpeg,"Düsseldorf, Kunstsammlungen der Stadt","Dix, Otto",48.1943397522,-97.1298828125
113,NA,112216,Beschlagnahme,Mutter mit Kind,"Köln, Museum Ludwig", Museum Ludwig Köln,NA,Aquarell und Bleistift,1688,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112216&viewType=detailView,Aquarell,NA,"Köln, Museum Ludwig",Mutter und Kind,1924/27,"© VG Bild-Kunst, Bonn",I 728,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUgSIJqJ0r0cpqlPqbqrNmy&sp=Simage%2Fjpeg,"Erfurt, Museen der Stadt (Museum für Kunst und Heimatgeschichte)","Dix, Otto",50.940410614,6.960460186
113,NA,112210,Beschlagnahme,Kind,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne", Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne München,NA,"Aquarell, Tusche und Bleistift",542,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112210&viewType=detailView,Aquarell,NA,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne",Kind,1924,"© bpk / Zentralarchiv, SMB, Berlin (Foto); VG Bild-Kunst, Bonn",783,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWVz6HTwbHso5qlPqbqrNmy&sp=Simage%2Fjpeg,"Frankfurt/M, Städelsches Kunstinstitut und Städtische Galerie","Dix, Otto",48.1390991211,11.5144996643
113,NA,112242,Beschlagnahme,"Gürzenichstraße, Köln","Deutschland, Privatbesitz", Privatbesitz Deutschland,NA,Aquarell und Tusche,14789,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112242&viewType=detailView,Aquarell,NA,"Deutschland, Privatbesitz",Gürzenichstraße,1923,"© VG Bild-Kunst, Bonn",NA,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXsgnQz8Uzlr5qlPqbqrNmy&sp=Simage%2Fjpeg,"Köln, Wallraf-Richartz-Museum","Dix, Otto",51.2024650574,10.3822031021
113,NA,112223,Beschlagnahme,Kind im Stuhl II (Nelly),"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne", Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne München,NA,Aquarell,7327,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112223&viewType=detailView,Aquarell,NA,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne",Kind im Stuhl,1928,NA,183,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUxUcF7%2Bgpk1JqlPqbqrNmy&sp=Simage%2Fjpeg,"Nürnberg, Städtische Galerie","Dix, Otto",48.1390991211,11.5144996643
113,NA,112268,Beschlagnahme,Selbstbildnis (mit Zigarette),"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Radierung,2523,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112268&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Selbstbildnis,1922,"© VG Bild-Kunst, Bonn",22-75,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUuyMa5BoIgPpqlPqbqrNmy&sp=Simage%2Fjpeg,"Düsseldorf, Kunstsammlungen der Stadt","Dix, Otto",54.0873985291,12.1329498291
113,NA,112269,Beschlagnahme,Otto Freundlich,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,5156,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112269&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Porträt Freundlich,1923,"© VG Bild-Kunst, Bonn",1927:50,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarVECTtO8OTnWpqlPqbqrNmy&sp=Simage%2Fjpeg,"Hamburg, Kunsthalle","Dix, Otto",54.0873985291,12.1329498291
113,NA,112360,Beschlagnahme,"Schwangerschaft, Blatt 4 der Mappe Tod und Auferstehung von Dix","Berlin, Kupferstichkabinett", Kupferstichkabinett Berlin,NA,Radierung,10708,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112360&viewType=detailView,Druckgraphik,NA,"Berlin, Kupferstichkabinett",Aus Tod und Auferstehung IV,1922,"© VG Bild-Kunst, Bonn",929,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXrXTLj%2Bpyve5qlPqbqrNmy&sp=Simage%2Fjpeg,"Königsberg, Kunstsammlungen der Stadt","Dix, Otto",52.5079803467,13.3671503067
113,NA,112361,Beschlagnahme,"Die Barrikade, Blatt 3 der Mappe Tod und Auferstehung von Dix","Berlin, Kupferstichkabinett", Kupferstichkabinett Berlin,NA,Radierung,10709,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112361&viewType=detailView,Druckgraphik,NA,"Berlin, Kupferstichkabinett",Aus Tod und Auferstehung III,1922,"© VG Bild-Kunst, Bonn",928,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarVxOWM65L885ZqlPqbqrNmy&sp=Simage%2Fjpeg,"Königsberg, Kunstsammlungen der Stadt","Dix, Otto",52.5079803467,13.3671503067
113,NA,112362,Beschlagnahme,"Dompteuse, Blatt aus der Mappe Zirkus von Dix","Berlin, Kupferstichkabinett", Kupferstichkabinett Berlin,NA,Radierung,10710,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112362&viewType=detailView,Druckgraphik,NA,"Berlin, Kupferstichkabinett",Dompteuse,1922,"© VG Bild-Kunst, Bonn",930,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarUm2ppkHEcsF5qlPqbqrNmy&sp=Simage%2Fjpeg,"Königsberg, Kunstsammlungen der Stadt","Dix, Otto",52.5079803467,13.3671503067
113,NA,112363,Beschlagnahme,"Sketch, Blatt aus der Mappe Zirkus von Dix","Berlin, Kupferstichkabinett", Kupferstichkabinett Berlin,NA,Radierung,10711,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112363&viewType=detailView,Druckgraphik,NA,"Berlin, Kupferstichkabinett",Sketch,1922,"© VG Bild-Kunst, Bonn",931,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWmytQ9IXuU5pqlPqbqrNmy&sp=Simage%2Fjpeg,"Königsberg, Kunstsammlungen der Stadt","Dix, Otto",52.5079803467,13.3671503067
113,NA,112368,Beschlagnahme,Streichholzhändler,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Ätzradierung,11046,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112368&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Sterichholzhändler,1920,"© VG Bild-Kunst, Bonn",1932 3123 (?),NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarVYLGv5HRIX0pqlPqbqrNmy&sp=Simage%2Fjpeg,"Mainz, Städtisches Museum","Dix, Otto",54.0873985291,12.1329498291
113,NA,112320,Beschlagnahme,Kupplerin,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne", Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne München,NA,Farblithographie,9614,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112320&viewType=detailView,Druckgraphik,NA,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne",Kupplerin,1923,"© VG Bild-Kunst, Bonn",1924:193,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarWMgEArHhb1Y5qlPqbqrNmy&sp=Simage%2Fjpeg,"Stuttgart, Württembergische Staatsgalerie","Dix, Otto",48.1390991211,11.5144996643
113,NA,112321,Beschlagnahme,Manitschka,"Rostock, Kulturhistorisches Museum", Kulturhistorisches Museum Rostock,NA,Lithographie,9615,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112321&viewType=detailView,Druckgraphik,NA,"Rostock, Kulturhistorisches Museum",Frauenkopf,1923,"© VG Bild-Kunst, Bonn",A 1924:191,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarW%2Be4oKAfskw5qlPqbqrNmy&sp=Simage%2Fjpeg,"Stuttgart, Württembergische Staatsgalerie","Dix, Otto",54.0873985291,12.1329498291
113,NA,112421,Beschlagnahme,"Ursus Dix, sitzend","München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne", Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne München,NA,Mischtechnik auf Holz,12099,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112421&viewType=detailView,Gemälde,NA,"München, Bayerische Staatsgemäldesammlungen – Pinakothek der Moderne",Sohn des Künstlers,1928,"© VG Bild-Kunst, Bonn",A II 705,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarX6jZn1MswpMZqlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",48.1390991211,11.5144996643
113,NA,112422,Beschlagnahme,Bildnis des Dichters Theodor Däubler,"Köln, Museum Ludwig", Museum Ludwig Köln,NA,Mischtechnik auf Holz,12109,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112422&viewType=detailView,Gemälde,NA,"Köln, Museum Ludwig",Bildnis Däubler,1927,"© VG Bild-Kunst, Bonn",A II 635,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarXIEg2mwm7q6JqlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",50.940410614,6.960460186
113,NA,112423,Beschlagnahme,Bildnis des Philosophen Max Scheler,"Köln, Albertus Magnus Universität", Albertus Magnus Universität Köln,NA,Mischtechnik auf Holz,12124,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=112423&viewType=detailView,Gemälde,NA,"Köln, Albertus Magnus Universität",Bildnis Scheler,1926,"© VG Bild-Kunst, Bonn",A II 499,NA,http://emuseum.campus.fu-berlin.de/eMuseumPlus?service=DynamicAsset&sp=SU5mxm4Yx%2FVZijfWfAYnGsjIQqD6GXSFMez%2FYx5EhVSCZjU0bcvvsnPxkoLiFJnF9QzRY98OZwV3L%0D%0ATpwyJeR7NMPvp3RRP61q%2FZaOrpMIarX6Og96QkTTq5qlPqbqrNmy&sp=Simage%2Fjpeg,"Berlin, Nationalgalerie (Kronprinzen-Palais)","Dix, Otto",50.9285010011,6.928302983
