id,artist,uri,ntnl,mvmnt,born,died
533,"Schnegg, Hugo Ernst",http://dbpedia.org/resource/Hugo_Ernst_Schnegg,nA,nA,nA,nA
534,"Schneider, Carl",http://dbpedia.org/resource/Carl_Schneider,nA,nA,nA,1946-12-11
535,"Schöllgen, Hubert",http://dbpedia.org/resource/Hubert_Sch%C3%B6llgen,nA,nA,nA,nA
536,"Scholz, Georg",http://dbpedia.org/resource/Georg_Scholz,nA,nA,1890-10-10,1945-11-27
537,"Scholz, Werner",http://dbpedia.org/resource/Werner_Scholz,nA,nA,1944-12-01,nA
538,"Schott, Siegfried",http://dbpedia.org/resource/Siegfried_Schott,nA,nA,nA,nA
539,"Schrag, Martha",http://dbpedia.org/resource/Martha_Schrag,nA,nA,nA,nA
540,"Schreiber, Otto Andreas",http://dbpedia.org/resource/Otto_Andreas_Schreiber,nA,nA,nA,nA
541,"Schreiner, Carl Moritz",http://dbpedia.org/resource/Carl_Moritz_Schreiner,nA,nA,nA,nA
542,"Schreyer, Lothar",http://dbpedia.org/resource/Lothar_Schreyer,nA,nA,nA,nA
543,"Schrimpf, Georg",http://dbpedia.org/resource/Georg_Schrimpf,nA,nA,1889-02-13,1938-04-19
544,"Schröder, Heinrich",http://dbpedia.org/resource/Heinrich_Schr%C3%B6der,nA,nA,nA,nA
545,"Schröers, Hans",http://dbpedia.org/resource/Hans_Schr%C3%B6ers,nA,nA,nA,nA
546,"Schubert, Otto",http://dbpedia.org/resource/Otto_Schubert,nA,nA,nA,nA
547,"Schuftan, Käthe",http://dbpedia.org/resource/K%C3%A4the_Schuftan,nA,nA,nA,nA
549,"Schulsinger, Jechiel",http://dbpedia.org/resource/Jechiel_Schulsinger,nA,nA,nA,nA
550,"Schulte im Hofe, Rudolf",http://dbpedia.org/resource/Rudolf_Schulte_im_Hofe,nA,nA,nA,nA
551,"Schulze-Sölde, Max",http://dbpedia.org/resource/Max_Schulze-S%C3%B6lde,nA,nA,nA,nA
552,"Schumacher-Salig, Ernst",http://dbpedia.org/resource/Ernst_Schumacher-Salig,nA,nA,nA,nA
553,"Schütz-Wolff, Johanna",http://dbpedia.org/resource/Johanna_Sch%C3%BCtz-Wolff,nA,nA,nA,nA
554,"Schwalbach, Carl",http://dbpedia.org/resource/Carl_Schwalbach,nA,nA,nA,nA
555,"Schwarz, Karl",http://dbpedia.org/resource/Karl_Schwarz,nA,nA,1812-11-19,1885-03-25
556,"Schwarz, Robert",http://dbpedia.org/resource/Robert_Schwarz,nA,nA,nA,nA
557,"Schwarzkopf, Richard",http://dbpedia.org/resource/Richard_Schwarzkopf,nA,nA,nA,nA
558,"Schwerdtfeger, Kurt",http://dbpedia.org/resource/Kurt_Schwerdtfeger,nA,nA,nA,nA
559,"Schwesig, Karl",http://dbpedia.org/resource/Karl_Schwesig,nA,nA,nA,nA
560,"Schwichtenberg, Martel",http://dbpedia.org/resource/Martel_Schwichtenberg,nA,nA,nA,nA
561,"Schwitters, Kurt",http://dbpedia.org/resource/Kurt_Schwitters,nA,Merz,1887-06-20,1948-01-08
562,"Seehaus, Paul Adolf",http://dbpedia.org/resource/Paul_Adolf_Seehaus,nA,nA,nA,nA
563,"Seewald, Richard",http://dbpedia.org/resource/Richard_Seewald,nA,nA,nA,nA
564,"Segal, Arthur",http://dbpedia.org/resource/Arthur_Segal,nA,nA,nA,nA
565,"Segall, Lasar",http://dbpedia.org/resource/Lasar_Segall,"Brazil, Lithuanian Jews","Expressionism, Impressionism, Modernism",1891-07-21,1957-08-02
566,"Seidel, Alexander",http://dbpedia.org/resource/Alexander_Seidel,nA,nA,nA,nA
567,"Serna, Ismail Gonzales de la",http://dbpedia.org/resource/Ismail_Gonzales_de_la_Serna,nA,nA,nA,nA
568,"Severini, Gino",http://dbpedia.org/resource/Gino_Severini,nA,"Divisionism, Novecento Italiano, Cubism, Futurism, Neoclassicism, Return to order",1883-04-07,1966-02-26
569,"Siebert von Heister, Hans",http://dbpedia.org/resource/Hans_Siebert_von_Heister,nA,nA,nA,nA
570,"Signac, Paul",http://dbpedia.org/resource/Paul_Signac,France,"Post-Impressionism, Neo-impressionism, Modern art, Pointillism",1863-11-11,1935-08-15
571,"Simon, W.",http://dbpedia.org/resource/W._Simon,nA,nA,nA,nA
572,"Sintenis, Renée",http://dbpedia.org/resource/Ren%C3%A9e_Sintenis,nA,nA,1888-03-20,1965-04-22
573,"Sironi, Mario",http://dbpedia.org/resource/Mario_Sironi,nA,nA,1885-05-12,1961-08-13
574,"Skade, Fritz",http://dbpedia.org/resource/Fritz_Skade,nA,nA,nA,nA
575,"Slevogt, Max",http://dbpedia.org/resource/Max_Slevogt,nA,nA,1868-10-08,1932-09-20
576,"Slutzky, Naum",http://dbpedia.org/resource/Naum_Slutzky,nA,nA,1894-02-28,1965-11-04
577,"Sohn-Rethel, Karl",http://dbpedia.org/resource/Karl_Sohn-Rethel,nA,nA,nA,nA
578,"Sohn, Hermann",http://dbpedia.org/resource/Hermann_Sohn,nA,nA,nA,nA
579,"Söndergaard, Jens Andersen",http://dbpedia.org/resource/Jens_Andersen_S%C3%B6ndergaard,nA,nA,nA,nA
580,"Spiegel, Hans",http://dbpedia.org/resource/Hans_Spiegel,nA,nA,nA,nA
581,"Starke, Ottomar",http://dbpedia.org/resource/Ottomar_Starke,nA,nA,nA,nA
582,"Stegemann, Heinrich",http://dbpedia.org/resource/Heinrich_Stegemann,nA,nA,nA,nA
583,"Steger, Milly",http://dbpedia.org/resource/Milly_Steger,nA,nA,nA,nA
584,"Stein, Otto Theodor Wolfgang",http://dbpedia.org/resource/Otto_Theodor_Wolfgang_Stein,nA,nA,nA,nA
585,"Steinhardt, Jakob",http://dbpedia.org/resource/Jakob_Steinhardt,nA,nA,nA,1968-02-11
586,"Sterl, Robert Hermann",http://dbpedia.org/resource/Robert_Hermann_Sterl,nA,nA,nA,nA
587,"Stern, Max",http://dbpedia.org/resource/Max_Stern,nA,nA,nA,nA
588,"Stocké, Willem",http://dbpedia.org/resource/Willem_Stock%C3%A9,nA,nA,nA,nA
589,"Stoecklin, Niklaus",http://dbpedia.org/resource/Niklaus_Stoecklin,nA,nA,nA,nA
590,"Straten, Henri van",http://dbpedia.org/resource/Henri_van_Straten,nA,nA,nA,nA
591,"Stratmann, Emil",http://dbpedia.org/resource/Emil_Stratmann,nA,nA,nA,nA
592,"Straube, William",http://dbpedia.org/resource/William_Straube,nA,nA,nA,nA
593,"Strecker, Paul",http://dbpedia.org/resource/Paul_Strecker,nA,nA,nA,nA
594,"Strick, H. G.",http://dbpedia.org/resource/H._G._Strick,nA,nA,nA,nA
595,"Strohmeyer, Ludwig",http://dbpedia.org/resource/Ludwig_Strohmeyer,nA,nA,nA,nA
596,"Stryi-Leitgeb, Gerda",http://dbpedia.org/resource/Gerda_Stryi-Leitgeb,nA,nA,nA,nA
597,"Stuckenberg, Fritz",http://dbpedia.org/resource/Fritz_Stuckenberg,nA,nA,nA,nA
598,"Sturm, Eduard",http://dbpedia.org/resource/Eduard_Sturm,nA,nA,nA,nA
599,"Tagore, Rabindranath",http://dbpedia.org/resource/Rabindranath_Tagore,British Raj,nA,--05-07,1941-08-07
600,"Tanck, Walter",http://dbpedia.org/resource/Walter_Tanck,nA,nA,nA,nA
601,"Tappert, Georg",http://dbpedia.org/resource/Georg_Tappert,nA,nA,nA,nA
602,"Tegtmeier, Wilhelm",http://dbpedia.org/resource/Wilhelm_Tegtmeier,nA,nA,nA,nA
603,"Teutsch, Walther",http://dbpedia.org/resource/Walther_Teutsch,nA,nA,nA,nA
604,"Thalheimer, Paul",http://dbpedia.org/resource/Paul_Thalheimer,nA,nA,nA,nA
605,"Thalmann, Max",http://dbpedia.org/resource/Max_Thalmann,nA,nA,nA,nA
606,"Thesing, Paul",http://dbpedia.org/resource/Paul_Thesing,nA,nA,nA,nA
607,"Thoms, Ernst",http://dbpedia.org/resource/Ernst_Thoms,nA,nA,nA,nA
608,"Thöny, Wilhelm",http://dbpedia.org/resource/Wilhelm_Th%C3%B6ny,nA,nA,nA,nA
609,"Thuemen, Herbert von",http://dbpedia.org/resource/Herbert_von_Thuemen,nA,nA,nA,nA
610,"Thylmann, Karl",http://dbpedia.org/resource/Karl_Thylmann,nA,nA,nA,nA
611,"Tietz, Johannes",http://dbpedia.org/resource/Johannes_Tietz,nA,nA,nA,nA
612,"Tinzmann, Julius",http://dbpedia.org/resource/Julius_Tinzmann,nA,nA,nA,nA
613,"Titze, Willi",http://dbpedia.org/resource/Willi_Titze,nA,nA,nA,nA
614,"Tombrock, Hans",http://dbpedia.org/resource/Hans_Tombrock,nA,nA,nA,nA
615,"Topp, Arnold",http://dbpedia.org/resource/Arnold_Topp,nA,nA,nA,nA
616,"Treichel, Oskar O.",http://dbpedia.org/resource/Oskar_O._Treichel,nA,nA,nA,nA
617,"Trenkler, Hildegard",http://dbpedia.org/resource/Hildegard_Trenkler,nA,nA,nA,nA
618,"Trillhaase, Adalbert",http://dbpedia.org/resource/Adalbert_Trillhaase,nA,nA,nA,nA
619,"Troendle, Hugo",http://dbpedia.org/resource/Hugo_Troendle,nA,nA,nA,nA
620,"Troschel, Hans",http://dbpedia.org/resource/Hans_Troschel,nA,nA,nA,nA
621,"Tschech, Will",http://dbpedia.org/resource/Will_Tschech,nA,nA,nA,nA
622,"Tschirner, Richard",http://dbpedia.org/resource/Richard_Tschirner,nA,nA,nA,nA
623,"Tuch, Kurt Otto von",http://dbpedia.org/resource/Kurt_Otto_von_Tuch,nA,nA,nA,nA
624,"Uhden, Maria",http://dbpedia.org/resource/Maria_Uhden,nA,nA,nA,nA
625,"Unold, Max",http://dbpedia.org/resource/Max_Unold,nA,nA,nA,nA
626,"Uphoff, Carl Emil",http://dbpedia.org/resource/Carl_Emil_Uphoff,nA,nA,nA,nA
627,"Urbach, Josef",http://dbpedia.org/resource/Josef_Urbach,nA,nA,nA,nA
628,"Urschbach, Friedrich",http://dbpedia.org/resource/Friedrich_Urschbach,nA,nA,nA,nA
629,"Uzarski, Adolf",http://dbpedia.org/resource/Adolf_Uzarski,nA,nA,1885-04-14,1970-07-14
630,"Valentiner, Wilhelm Reinhold",http://dbpedia.org/resource/Wilhelm_Reinhold_Valentiner,nA,nA,nA,nA
631,"Viegener, Eberhard",http://dbpedia.org/resource/Eberhard_Viegener,nA,nA,nA,nA
632,"Vivin, Louis",http://dbpedia.org/resource/Louis_Vivin,nA,nA,nA,nA
633,"Vlaminck, Maurice de",http://dbpedia.org/resource/Maurice_de_Vlaminck,France,nA,1876-04-04,1958-10-11
634,"Vocke, Karl",http://dbpedia.org/resource/Karl_Vocke,nA,nA,nA,nA
635,"Voigt, Elisabeth",http://dbpedia.org/resource/Elisabeth_Voigt,nA,nA,nA,nA
636,"Völker, Karl",http://dbpedia.org/resource/Karl_V%C3%B6lker,nA,nA,1889-10-17,1962-12-28
637,"Voll, Christoph",http://dbpedia.org/resource/Christoph_Voll,nA,nA,nA,nA
638,"Wach, Aloys",http://dbpedia.org/resource/Aloys_Wach,nA,nA,1892-04-30,1940-04-18
639,"Wadephul, Walter",http://dbpedia.org/resource/Walter_Wadephul,nA,nA,nA,nA
640,"Walter-Kurau, Johannes Theodor Eugen",http://dbpedia.org/resource/Johannes_Theodor_Eugen_Walter-Kurau,nA,nA,nA,nA
641,"Walther, Hans",http://dbpedia.org/resource/Hans_Walther,nA,nA,nA,nA
642,"Waske, Erich",http://dbpedia.org/resource/Erich_Waske,nA,nA,nA,nA
643,"Wauer, William",http://dbpedia.org/resource/William_Wauer,nA,nA,nA,nA
644,"Weber, Evarist Adam",http://dbpedia.org/resource/Evarist_Adam_Weber,nA,nA,nA,nA
645,"Weber, Otto Friedrich",http://dbpedia.org/resource/Otto_Friedrich_Weber,nA,nA,nA,nA
646,"Wecus, Walter von",http://dbpedia.org/resource/Walter_von_Wecus,nA,nA,nA,nA
647,"Wedderkop, Hermann von",http://dbpedia.org/resource/Hermann_von_Wedderkop,nA,nA,nA,nA
649,"Weinzheimer, Friedrich August",http://dbpedia.org/resource/Friedrich_August_Weinzheimer,nA,nA,nA,nA
650,"Weiss, Emil Rudolf",http://dbpedia.org/resource/Emil_Rudolf_Weiss,nA,nA,nA,nA
651,"Weisz, Josef",http://dbpedia.org/resource/Josef_Weisz,nA,nA,nA,nA
652,"Westermayr, Konrad",http://dbpedia.org/resource/Konrad_Westermayr,nA,nA,nA,nA
653,"Wetterrath, Heinrich",http://dbpedia.org/resource/Heinrich_Wetterrath,nA,nA,nA,nA
654,"Wetzel, Ines",http://dbpedia.org/resource/Ines_Wetzel,nA,nA,nA,nA
655,"Wex-Cleemann, Else",http://dbpedia.org/resource/Else_Wex-Cleemann,nA,nA,nA,nA
656,"Wiebus, H.T.",http://dbpedia.org/resource/H.T._Wiebus,nA,nA,nA,nA
657,"Wiegels, Karl Heinz",http://dbpedia.org/resource/Karl_Heinz_Wiegels,nA,nA,nA,nA
658,"Wiethüchter, Gustav",http://dbpedia.org/resource/Gustav_Wieth%C3%BCchter,nA,nA,nA,nA
659,"Winkler, Fritz",http://dbpedia.org/resource/Fritz_Winkler,nA,nA,nA,nA
660,"Wissel, Hans",http://dbpedia.org/resource/Hans_Wissel,nA,nA,nA,nA
661,"With, Karl",http://dbpedia.org/resource/Karl_With,nA,nA,nA,nA
662,"Wittig, Arthur",http://dbpedia.org/resource/Arthur_Wittig,nA,nA,nA,nA
663,"Wolff, Gustav Heinrich",http://dbpedia.org/resource/Gustav_Heinrich_Wolff,nA,nA,nA,nA
664,"Wolfradt, Willi",http://dbpedia.org/resource/Willi_Wolfradt,nA,nA,nA,nA
665,"Wollheim, Gert Heinrich",http://dbpedia.org/resource/Gert_Heinrich_Wollheim,nA,nA,1894-09-11,1974-04-22
666,"Womsk, Willi",http://dbpedia.org/resource/Willi_Womsk,nA,nA,nA,nA
667,"Wrampe, Fritz",http://dbpedia.org/resource/Fritz_Wrampe,nA,nA,nA,nA
668,"Wüsten, Johannes",http://dbpedia.org/resource/Johannes_W%C3%BCsten,nA,nA,nA,nA
669,"Zähringer, Karl Friedrich",http://dbpedia.org/resource/Karl_Friedrich_Z%C3%A4hringer,nA,nA,nA,nA
670,"Zeiss, Elisabeth",http://dbpedia.org/resource/Elisabeth_Zeiss,nA,nA,nA,nA
671,"Zerbe, Karl",http://dbpedia.org/resource/Karl_Zerbe,United States,Expressionism,1903-09-16,1972-11-24
672,"Zeuthen, Ernst",http://dbpedia.org/resource/Ernst_Zeuthen,nA,nA,nA,nA
673,"Zimmermann, Victoria",http://dbpedia.org/resource/Victoria_Zimmermann,nA,nA,nA,nA
