id,artist
443,"Opfermann, Karl"
444,"Ophey, Walter"
445,"Orlowski, Hans"
446,"Otto, Lothar"
447,"Overhoff, Eduard"
448,"Paling, Richard"
449,"Panizza, Wolf"
450,"Pankok, Otto"
451,"Partikel, Alfred"
452,"Pascin, Jules"
453,"Pauli, Fritz"
454,"Pechstein, Max"
455,"Peiffer-Watenphul, Max"
456,"Peiner, Werner"
457,"Pellegrini, Alfred Heinrich"
458,Pfeifer-Calwey
459,"Philipp, Wilhelm"
460,"Picasso, Pablo"
461,"Pieper, Josef"
462,"Pietschmann, K."
463,"Platte, Ewald"
464,"Plenk, Josef"
465,"Pohle, Carla"
466,"Pollack, Fritz"
467,"Povorina, Alexandra"
468,"Prampolini, Enrico"
469,"Preisner, C."
470,"Protzen-Kundmüller, Henny"
471,"Pudlich, Robert"
472,"Purrmann, Hans"
473,"Rädecker, John Anton"
474,"Radziwill, Franz"
475,"Rathenau, Walther"
476,"Rauh, Max"
477,"Rederer, Franz Joseph"
478,"Reichel, Carl Anton"
479,"Reichel, Hans"
480,"Reifenberg, Benno Carl"
481,"Reiffenstuel, Hans"
482,"Reiner, Imre"
483,"Reinhardt, Franz"
484,"Reismann, Walburga"
485,"Richter-Berlin, Heinrich"
486,"Richter, Hans"
487,"Richter, Hans Theo"
488,"Rickert, Arnold"
489,"Ring, Thomas"
490,"Ringelnatz, Joachim"
491,"Ritter, Emma"
492,"Rodewald, Otto"
493,"Roeder, Emy"
494,"Röhl, Karl Peter"
495,"Rohlfs, Christian"
496,"Röhricht, Wolf"
497,"Rösler, Waldemar"
498,"Rössing, Karl"
499,"Rotthaler, Max"
500,"Rouault, Georges"
501,"Rübsam-Anhalzer, Olga"
502,"Rübsam, Jupp"
503,"Ruckteschell, Gerhard von"
504,"Rudolph, Arthur"
505,"Rudolph, Wilhelm"
506,"Salvadó, Jacinto"
507,"Samuel, Eva"
508,"Schaefler, Fritz"
509,"Schaffer, Gustav Adolf"
510,"Schardt, Hermann"
511,"Scharff, Edwin"
512,"Scharl, Josef"
513,"Scheiber, Hugo"
514,"Scheiwe, Walter"
515,"Schelfhout, Lodewyk"
516,"Schenk, Max"
517,"Schiele, Egon"
518,"Schinnerer, Adolf"
519,"Schleicher, Adolf"
520,"Schlemmer, Oskar"
521,"Schlenzig, Evamarie"
522,"Schlichter, Rudolf"
523,"Schmetz-Diel, Dora"
524,"Schmetz, Wilhelm"
525,"Schmialek, Bruno"
526,"Schmid, Wilhelm"
527,"Schmidt-Dethloff, Rudolf"
528,"Schmidt-Niechiol, Arnold"
529,"Schmidt-Rottluff, Karl"
530,"Schmidt, Werner Paul"
531,"Schmitz, Jean Paul"
532,"Schnarrenberger, Wilhelm"
533,"Schnegg, Hugo Ernst"
534,"Schneider, Carl"
535,"Schöllgen, Hubert"
536,"Scholz, Georg"
537,"Scholz, Werner"
538,"Schott, Siegfried"
539,"Schrag, Martha"
540,"Schreiber, Otto Andreas"
541,"Schreiner, Carl Moritz"
542,"Schreyer, Lothar"
543,"Schrimpf, Georg"
544,"Schröder, Heinrich"
545,"Schröers, Hans"
546,"Schubert, Otto"
547,"Schuftan, Käthe"
548,Schule Bertold Löffler
549,"Schulsinger, Jechiel"
550,"Schulte im Hofe, Rudolf"
551,"Schulze-Sölde, Max"
552,"Schumacher-Salig, Ernst"
553,"Schütz-Wolff, Johanna"
554,"Schwalbach, Carl"
555,"Schwarz, Karl"
556,"Schwarz, Robert"
557,"Schwarzkopf, Richard"
558,"Schwerdtfeger, Kurt"
559,"Schwesig, Karl"
560,"Schwichtenberg, Martel"
561,"Schwitters, Kurt"
562,"Seehaus, Paul Adolf"
563,"Seewald, Richard"
564,"Segal, Arthur"
565,"Segall, Lasar"
566,"Seidel, Alexander"
567,"Serna, Ismail Gonzales de la"
568,"Severini, Gino"
569,"Siebert von Heister, Hans"
570,"Signac, Paul"
571,"Simon, W."
572,"Sintenis, Renée"
573,"Sironi, Mario"
574,"Skade, Fritz"
575,"Slevogt, Max"
576,"Slutzky, Naum"
577,"Sohn-Rethel, Karl"
578,"Sohn, Hermann"
579,"Söndergaard, Jens Andersen"
580,"Spiegel, Hans"
581,"Starke, Ottomar"
582,"Stegemann, Heinrich"
583,"Steger, Milly"
584,"Stein, Otto Theodor Wolfgang"
585,"Steinhardt, Jakob"
586,"Sterl, Robert Hermann"
587,"Stern, Max"
588,"Stocké, Willem"
589,"Stoecklin, Niklaus"
590,"Straten, Henri van"
591,"Stratmann, Emil"
592,"Straube, William"
593,"Strecker, Paul"
594,"Strick, H. G."
595,"Strohmeyer, Ludwig"
596,"Stryi-Leitgeb, Gerda"
597,"Stuckenberg, Fritz"
598,"Sturm, Eduard"
599,"Tagore, Rabindranath"
600,"Tanck, Walter"
601,"Tappert, Georg"
602,"Tegtmeier, Wilhelm"
603,"Teutsch, Walther"
604,"Thalheimer, Paul"
605,"Thalmann, Max"
606,"Thesing, Paul"
607,"Thoms, Ernst"
608,"Thöny, Wilhelm"
609,"Thuemen, Herbert von"
610,"Thylmann, Karl"
611,"Tietz, Johannes"
612,"Tinzmann, Julius"
613,"Titze, Willi"
614,"Tombrock, Hans"
615,"Topp, Arnold"
616,"Treichel, Oskar O."
617,"Trenkler, Hildegard"
618,"Trillhaase, Adalbert"
619,"Troendle, Hugo"
620,"Troschel, Hans"
621,"Tschech, Will"
622,"Tschirner, Richard"
623,"Tuch, Kurt Otto von"
624,"Uhden, Maria"
625,"Unold, Max"
626,"Uphoff, Carl Emil"
627,"Urbach, Josef"
628,"Urschbach, Friedrich"
629,"Uzarski, Adolf"
630,"Valentiner, Wilhelm Reinhold"
631,"Viegener, Eberhard"
632,"Vivin, Louis"
633,"Vlaminck, Maurice de"
634,"Vocke, Karl"
635,"Voigt, Elisabeth"
636,"Völker, Karl"
637,"Voll, Christoph"
638,"Wach, Aloys"
639,"Wadephul, Walter"
640,"Walter-Kurau, Johannes Theodor Eugen"
641,"Walther, Hans"
642,"Waske, Erich"
643,"Wauer, William"
644,"Weber, Evarist Adam"
645,"Weber, Otto Friedrich"
646,"Wecus, Walter von"
647,"Wedderkop, Hermann von"
648,Weichmüller
649,"Weinzheimer, Friedrich August"
650,"Weiss, Emil Rudolf"
651,"Weisz, Josef"
652,"Westermayr, Konrad"
653,"Wetterrath, Heinrich"
654,"Wetzel, Ines"
655,"Wex-Cleemann, Else"
656,"Wiebus, H.T."
657,"Wiegels, Karl Heinz"
658,"Wiethüchter, Gustav"
659,"Winkler, Fritz"
660,"Wissel, Hans"
661,"With, Karl"
662,"Wittig, Arthur"
663,"Wolff, Gustav Heinrich"
664,"Wolfradt, Willi"
665,"Wollheim, Gert Heinrich"
666,"Womsk, Willi"
667,"Wrampe, Fritz"
668,"Wüsten, Johannes"
669,"Zähringer, Karl Friedrich"
670,"Zeiss, Elisabeth"
671,"Zerbe, Karl"
672,"Zeuthen, Ernst"
673,"Zimmermann, Victoria"
